FECHAHORA,HARDWARE_NAME,LLDP_RID1_SWITCH_PORTDESCR,LLDP_RID1_SWITCH_SYSNAME,p4k_FREQUENT_USERS
21-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->47;9952->1
21-01-2022,S4PL2866,gi12,SW-AMU139V0-9,3013->35
21-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->30;6186->27;21211->23
21-01-2022,S4PL4531,gi15,SW-AMU139V0-3,6616->24;27257->2
21-01-2022,S4AU7298,gi12,SW-AMU139V0-34,9747->29;1309->28
21-01-2022,S4PL8854,-,-,0968->23
21-01-2022,S4AV0482,gi8,SW-AMU139V0-29,2349->30;6074->17;24369->14
21-01-2022,S4AU7083,PC Port,SEP247E12BF778A.asepeyo.site,1370->19;27413->17;10934->14
21-01-2022,S4AY2996,gi5,SW-AMU139V0-5,11483->30;1343->3
21-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,23415->29;27397->23;7305->23
21-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->21;6425->18;6669->8
21-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->30;15192->12
21-01-2022,S4PL4065,-,-,6162->35;7083->5;6129->1
21-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->34;9494->11;12777->10
21-01-2022,S4AY2968,gi5,SW-AMU139V0-13,27315->36
21-01-2022,PC053VKB,PC Port,SEP247E12BF7797.asepeyo.site,27443->25;24673->7;26239->7
21-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->84
21-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,23415->29;27397->23;7305->22
21-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->46;9952->1
21-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->39;1251->23
21-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->37;23447->33;1349->30
21-01-2022,S4PL4753,-,-,1254->28;25433->3;21979->2
21-01-2022,S4PL8693,gi10,SW-AMU139V0-12,3127->15
21-01-2022,S4PL8588,-,-,5370->21
21-01-2022,S4AY2903,gi9,SW-AMU139V0-16,26113->37
21-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->37;24827->19;23331->13
21-01-2022,S4AY2882,gi8,SW-AMU139V0-32,9747->35;23331->1
21-01-2022,S4AU6938,gi9,SW-AMU139V0-7,7305->24;23415->13;15192->11
21-01-2022,S4PL4698,gi13,SW-AMU139V0-32,25747->32
21-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->33;14457->7
21-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->44
21-01-2022,S4PL4530,-,-,3048->26
21-01-2022,S4PL4073,gi12,SW-AMU139V0-7,6395->17;12907->10;15192->10
21-01-2022,S4AY2978,-,-,1182->46
21-01-2022,S4PL4056,gi16,SW-AMU139V0-28,25595->40
21-01-2022,S4PL8707,-,-,1288->36
21-01-2022,S4AY2987,-,-,23715->46
21-01-2022,S4PL3942,-,-,1330->36
21-01-2022,S4PL3815,-,-,6129->44
21-01-2022,S4AU7205,PC Port,SEP247E12BF848A.asepeyo.site,81073->40;80492->19
21-01-2022,S4AY2908,-,-,10934->22;1370->18;23913->18
21-01-2022,S4PL0174,gi16,SW-AMU139V0-13,10023->18
21-01-2022,S4AU7205,PC Port,SEP247E12BF848A.asepeyo.site,81073->39;80492->19
21-01-2022,S4PL3941,-,-,23611->52;20623->41;25793->31
21-01-2022,S4PL4527,-,-,4212->30
21-01-2022,S4AU7149,gi11,SW-AMU139V0-20,1336->44
21-01-2022,S4AY2880,gi17,SW-AMU139V0-20,0838->33
21-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->30;6186->27;21211->22
21-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->31;1305->27;11971->24
21-01-2022,S4PL3938,-,-,11875->31;1305->27;11971->23
21-01-2022,S4AU6938,gi9,SW-AMU139V0-7,7305->24;23415->13;15192->11
21-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->29;81867->20;81910->14
21-01-2022,S4AY2907,gi4,SW-AMU139V0-5,1370->32;12487->2;27413->1
21-01-2022,PC053VFB,-,-,84005->56
21-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->29;26809->10;26239->7
21-01-2022,S4AU9072,gi19,SW-AMU139V0-27,3860->8;26937->4;9755->4
21-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->37;23447->34;1349->29
21-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->30;6186->26;21211->22
21-01-2022,PC053VFB,PC Port,SEP247E12BF8BCC.asepeyo.site,84005->56
21-01-2022,S4AU7521,-,-,9755->29;26809->10;26239->7
20-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->31;4070->25;27705->18
20-01-2022,S4PL3941,-,-,23611->52;20623->41;25793->31
20-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->31;1305->27;11971->22
20-01-2022,S4PL3938,-,-,11875->31;1305->27;11971->21
20-01-2022,S4AY2926,-,-,1346->37;23447->34;1349->29
20-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,23415->29;27397->23;12907->21
20-01-2022,S4AU7283,gi7,SW-AMU139V0-36,23877->3;24273->3;1366->2
20-01-2022,PC053VFH,-,-,80734->46;84001->15;84005->1
20-01-2022,S4PL3110,PC Port,SEPF87B204FFA2D.asepeyo.site,9938->4;23613->3;26937->3
20-01-2022,S4AU7145,-,-,15131->16;6934->8;20849->7
20-01-2022,S4AU7293,-,-,6061->27;10287->5;1220->3
20-01-2022,S4PL4550,-,-,3192->14
20-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->10;26239->7
20-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->31;1305->27;11971->20
20-01-2022,S4PL4545,-,-,3115->37
20-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->30;6186->25;21211->22
20-01-2022,S4PL3954,-,-,10379->23;6200->12;23897->6
20-01-2022,PC053VEM,Device Port 2,(empty),26589->31;24227->30;80790->18
20-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->31;4070->25;27705->18
20-01-2022,S4AY2961,-,-,9937->26;22389->5;23897->5
20-01-2022,PC053VEM,-,-,26589->31;24227->30;80790->17
20-01-2022,S4PL8703,PC Port,SEP247E12BF7662.asepeyo.site,4222->33;26481->5;2349->3
20-01-2022,S4AY2965,PC Port,SEP247E12BE6F56.asepeyo.site,23415->8;14479->3;20781->2
20-01-2022,S4PL3951,gi9,SW-AMU139V0-26,1288->9;1340->6;3167->6
20-01-2022,S4AY2908,-,-,10934->22;23913->18;1370->17
20-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->39;1251->22
20-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->21;6425->18;6669->8
20-01-2022,S4AY2926,-,-,1346->37;23447->34;1349->29
20-01-2022,S4PL3941,-,-,23611->53;20623->41;25793->31
20-01-2022,PC053VDS,gi7,SW-AMU139V0-5,3115->4;22473->1;1366->1
20-01-2022,S4PL8703,-,-,4222->32;26481->5;2349->3
20-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->105;27083->42;81828->8
20-01-2022,S4PL4060,-,-,5245->4;9986->2
20-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,23415->28;27397->23;12907->21
20-01-2022,S4AU6938,gi9,SW-AMU139V0-7,7305->24;23415->12;15192->11
20-01-2022,S4AU7083,PC Port,SEP247E12BF778A.asepeyo.site,1370->19;27413->17;10934->13
20-01-2022,S4PL4073,-,-,6395->16;12907->10;15192->10
20-01-2022,S4PL3873,-,-,23415->28;27397->23;12907->21
20-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->36;24827->19;23331->13
20-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->30;15192->12
20-01-2022,S4AY2856,-,-,27083->67;22421->13;23913->7
20-01-2022,S4PL3873,-,-,23415->28;27397->23;12907->21
20-01-2022,S4PL4221,-,-,14621->21
20-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->32;14457->7
20-01-2022,S4PL8588,-,-,5370->20
20-01-2022,S4PL4554,-,-,1359->37
20-01-2022,S4AV0275,-,-,6877->43;23299->28;24369->18
20-01-2022,S4AU9072,gi19,SW-AMU139V0-27,3860->8;26937->4;6188->3
20-01-2022,S4PL3938,-,-,11875->31;1305->27;11971->20
20-01-2022,S4M80643,-,-,5095->34;1358->2
20-01-2022,S4PL8703,-,-,4222->31;26481->5;2349->3
20-01-2022,S4PL8703,-,-,4222->31;26481->5;2349->2
20-01-2022,S4PL8703,-,-,4222->31;26481->5;2349->1
20-01-2022,S4PL8700,gi14,SW-AMU139V0-13,3802->25
20-01-2022,S4AY3020,-,-,23613->8;6257->7;3188->6
20-01-2022,S4PL8700,gi14,SW-AMU139V0-13,3802->24
20-01-2022,S4PL4067,-,-,14621->14;27443->10;24673->9
20-01-2022,S4AY2986,-,-,1277->31;4070->25;27705->18
20-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->28;26809->9;26239->7
20-01-2022,S4PL4075,gi4,SW-AMU139V0-3,21979->1
20-01-2022,S4AU7283,gi7,SW-AMU139V0-36,23877->3;24273->3;1366->2
20-01-2022,S4AU9072,gi19,SW-AMU139V0-27,3860->7;26937->4;6188->3
20-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->104;27083->42;81828->8
20-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->26;22389->5;22339->4
20-01-2022,S4PL3818,gi5,SW-AMU139V0-26,27333->9;23877->5;80289->5
20-01-2022,PC053VDS,-,-,3115->4;27095->1;22473->1
20-01-2022,S4AV0129,PC Port,SEP247E12BF8A90.asepeyo.site,23375->2;23063->2;27397->2
20-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->11;4324->10;14621->7
20-01-2022,S4PL3893,gi15,SW-AMU032V1-1,7320->21;23853->9;81723->2
20-01-2022,S4PL3951,gi9,SW-AMU139V0-26,1288->9;1340->6;3167->6
20-01-2022,S4PL4056,-,-,25595->39
20-01-2022,S4PL3951,-,-,1288->8;1340->6;3167->6
20-01-2022,S4AV0275,-,-,6877->42;23299->28;24369->18
20-01-2022,S4PL4716,gi5,SW-AMU139V0-28,25747->8;22473->6;23603->5
20-01-2022,S4PL3953,gi2,SW-AMU139V0-28,3280->10;1366->7;27479->6
20-01-2022,PC053VFC,gi1,SW-AMU139V0-5,9952->32
20-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->103;27083->42;81828->8
20-01-2022,S4PL3815,PC Port,SEP247E12BF76DA.asepeyo.site,6129->44
20-01-2022,S4PL3941,-,-,23611->52;20623->41;25793->31
20-01-2022,S4PL4774,gi13,SW-AMU139V0-3,1366->36
20-01-2022,S4PL4553,-,-,80434->10
20-01-2022,S4PL3814,PC Port,SEP247E12BFD03C.asepeyo.site,21459->34
20-01-2022,S4PL3822,gi3,SW-AMU139V0-4,7452->37
20-01-2022,S4PL8588,gi8,SW-AMU139V0-13,5370->19
20-01-2022,S4AU7842,-,-,20069->45
20-01-2022,S4AV0275,-,-,6877->42;23299->28;24369->18
20-01-2022,S4PL8588,gi8,SW-AMU139V0-13,5370->18
20-01-2022,S4AV0275,Device Port 2,(empty),6877->42;23299->28;24369->17
20-01-2022,S4AU5084,-,-,9862->38;1251->22
20-01-2022,S4PL8689,gi13,SW-AMU139V0-35,7083->25
20-01-2022,S4AU7842,-,-,20069->44
20-01-2022,PC0A85QB,-,-,1254->14;1155->1
20-01-2022,S4PL4545,gi9,SW-AMU139V0-17,3115->36
20-01-2022,S4AV0092,gi17,SW-AMU139V0-25,15548->21;1370->7
20-01-2022,S4PL3746,gi9,SW-AMU139V0-34,27095->40
20-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->31;1305->26;11971->20
20-01-2022,S4PL3954,-,-,10379->23;6200->12;23897->6
20-01-2022,PC053V62,-,-,84105->2;4142->1;3802->1
20-01-2022,S4PL3810,gi5,SW-AMU139V0-11,12374->17
20-01-2022,S4PL4686,PC Port,SEP247E12BF6687.asepeyo.site,26271->27;27763->14
20-01-2022,S4PL4559,-,-,26271->21;81904->4;27763->2
20-01-2022,S4PL3933,gi11,SW-AMU139V0-27,1275->24;1254->5;1351->2
20-01-2022,S4PL4452,gi14,SW-AMU139V0-31,12376->8;24273->8;21979->7
20-01-2022,S4PL8703,-,-,4222->31;26481->5
20-01-2022,S4PL3950,gi9,SW-AMU139V0-9,11631->15
20-01-2022,S4PL3270,PC Port,SEP247E12BF7684.asepeyo.site,12391->28;6061->16;14043->14
20-01-2022,S4AU7137,-,-,81249->6;26239->5;81241->5
20-01-2022,S4PL4534,gi17,SW-AMU139V0-32,27443->22;26239->8;24673->5
20-01-2022,S4PL4917,gi2,SW-AMU139V0-31,26303->10;23613->9;25679->5
20-01-2022,S4PL4222,gi3,SW-AMU139V0-12,4037->11
20-01-2022,S4PL4190,gi4,SW-AMU139V0-32,27257->35
20-01-2022,S4M80643,-,-,5095->33;1358->2
20-01-2022,S4PL2866,gi12,SW-AMU139V0-9,3013->34
20-01-2022,S4PL3167,gi16,SW-AMU010V1-18,12794->9;2254->2;22623->1
20-01-2022,S4PL8663,-,-,1220->30;10287->21;23311->10
20-01-2022,S4PL3099,gi15,SW-AMU139V0-9,4540->24;7333->3;5039->1
20-01-2022,PC053VEM,-,-,26589->31;24227->30;80790->16
20-01-2022,S4PL3110,-,-,9938->4;26937->3;3282->3
20-01-2022,S4PL3954,-,-,10379->23;6200->12;23897->6
20-01-2022,S4AU7293,-,-,6061->27;10287->5;1220->3
20-01-2022,S4J96760,-,-,23691->31
20-01-2022,S4AV0220,-,-,6891->30;9124->13;25441->2
20-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->25;22389->5;22339->4
20-01-2022,S4PL2866,gi12,SW-AMU139V0-9,3013->33
20-01-2022,S4PL4060,-,-,5245->3;9986->2
20-01-2022,S4PL8751,Port 2,SEPDC774C952927,23613->6;25679->5;1350->4
20-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->21;6425->18;6669->8
20-01-2022,S4AU7236,-,-,27061->35;12777->10;9494->10
20-01-2022,PC053VBN,-,-,2349->5;6074->5;25917->4
20-01-2022,S4PL4183,gi2,SW-AMU139V0-13,3445->16
20-01-2022,S4AV0482,-,-,2349->29;6074->17;24369->14
20-01-2022,S4PL8854,gi11,SW-AMU139V0-13,0968->22
20-01-2022,S4AU6626,PC Port,SEP2C0BE904B2E3.asepeyo.site,23701->38;23571->5;3261->2
20-01-2022,S4PL4595,PC Port,SEP247E12BF8564.asepeyo.site,6669->7;6673->6;14350->5
20-01-2022,S4PL4597,PC Port,SEP2C0BE904935F.asepeyo.site,1340->41
20-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->103;27083->41;81828->8
20-01-2022,PC053VFH,-,-,80734->46;84001->14;84005->1
20-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;6186->25;21211->22
20-01-2022,S4PL4065,-,-,6162->34;7083->5;6129->1
20-01-2022,S4AY2918,-,-,6454->84
20-01-2022,S4AV0275,Device Port 2,(empty),6877->42;23299->28;24369->16
20-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->34;6935->32;25917->8
20-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->37;23447->34;1349->29
20-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->43
20-01-2022,S4AU4974,gi15,SW-AMU139V0-30,26481->43;25917->9;14457->8
20-01-2022,S4AU7145,-,-,15131->16;6934->8;20849->7
20-01-2022,S4AU7205,PC Port,SEP247E12BF848A.asepeyo.site,81073->38;80492->19
20-01-2022,S4PL3941,-,-,23611->53;20623->41;25793->31
20-01-2022,S4PL8854,gi11,SW-AMU139V0-13,0968->21
20-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->66;22421->13;23913->7
20-01-2022,S4AU7083,PC Port,SEP247E12BF778A.asepeyo.site,1370->19;27413->17;10934->13
